OT_ID,Equipo_ID,Nombre_Equipo,Servicio,Criticidad,Marca,Fecha,Tipo_OT,Tipo_Falla,MTTR_Horas,Costo_OT_COP,Tecnico,Estado_OT
OT-001534,BIO-0058,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-04-14,Preventivo,PM Programado,2.9,767638,Laura Martínez,Cerrada
OT-001535,BIO-0058,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-08-23,Preventivo,PM Programado,1.7,525683,Miguel Torres,Cerrada
OT-001536,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-02-11,Correctivo,Mecánica,1.0,1876000,Paola Gómez,Cerrada
OT-001537,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-04-15,Correctivo,Eléctrica,3.8,1916000,Miguel Torres,Cerrada
OT-001538,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-04-20,Correctivo,Software,7.8,1646000,Jhon Castro,Cerrada
OT-001539,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-09-30,Correctivo,Sensor/Transductor,1.6,417000,Paola Gómez,Cerrada
OT-001540,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-01-26,Correctivo,Software,9.9,4925000,Miguel Torres,Cerrada
OT-001541,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-05-29,Correctivo,Accesorio,5.0,3568000,Jhon Castro,Cerrada
OT-001542,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-06-20,Correctivo,Desgaste,0.7,2261000,Paola Gómez,Cerrada
OT-001543,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-06-28,Correctivo,Software,6.6,997000,Diana Vargas,Cerrada
OT-001544,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-08-02,Correctivo,Calibración,10.8,3370000,Miguel Torres,En proceso
OT-001545,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-08-26,Correctivo,Software,5.8,7065000,Diana Vargas,Cerrada
OT-001546,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-06-26,Correctivo,Software,1.5,274000,Laura Martínez,Cerrada
OT-001547,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-08-18,Correctivo,Mecánica,16.3,647000,Paola Gómez,Cerrada
OT-001548,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-08-23,Correctivo,Calibración,15.6,12185000,Carlos Rodríguez,Cerrada
OT-001549,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-10-06,Correctivo,Desgaste,2.4,588000,Miguel Torres,Cerrada
OT-001550,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-10-23,Correctivo,Calibración,1.1,2150000,Carlos Rodríguez,Cerrada
OT-001551,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-12-04,Correctivo,Mecánica,18.0,2622000,Carlos Rodríguez,Cerrada
OT-001552,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-01-07,Preventivo,PM Programado,2.1,995252,Andrés Peña,Cerrada
OT-001553,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-04-25,Preventivo,PM Programado,2.6,1122239,Sandra López,Cerrada
OT-001554,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-08-24,Preventivo,PM Programado,3.0,1178581,Sandra López,Cerrada
OT-001555,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-01-01,Preventivo,PM Programado,3.3,378426,Jhon Castro,Cerrada
OT-001556,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-04-21,Preventivo,PM Programado,3.6,560340,Carlos Rodríguez,Cerrada
OT-001557,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-08-25,Preventivo,PM Programado,2.1,608067,Jhon Castro,Pendiente
OT-001558,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-12-22,Preventivo,PM Programado,1.2,1043827,Andrés Peña,Cerrada
OT-001559,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-04-26,Preventivo,PM Programado,1.4,834884,Andrés Peña,Cerrada
OT-001560,BIO-0059,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-08-12,Preventivo,PM Programado,2.9,1056007,Laura Martínez,Cerrada
OT-001561,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-12-07,Correctivo,Eléctrica,2.6,1892000,Andrés Peña,Cerrada
OT-001562,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-12-23,Correctivo,Mecánica,13.3,1865000,Miguel Torres,Cerrada
OT-001563,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-01-05,Correctivo,Calibración,5.0,3967000,Sandra López,Cerrada
OT-001564,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-02-20,Correctivo,Sensor/Transductor,0.5,1557000,Paola Gómez,En proceso
OT-001565,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-09-04,Correctivo,Desgaste,13.3,1032000,Sandra López,Cerrada
OT-001566,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-12-16,Correctivo,Mecánica,22.5,1560000,Miguel Torres,En proceso
OT-001567,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2021-12-28,Preventivo,PM Programado,1.4,393871,Paola Gómez,Cerrada
OT-001568,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-05-01,Preventivo,PM Programado,1.9,537985,Paola Gómez,Pendiente
OT-001569,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-08-24,Preventivo,PM Programado,2.3,385906,Laura Martínez,Cerrada
OT-001570,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2022-12-21,Preventivo,PM Programado,1.6,1035368,Jhon Castro,Pendiente
OT-001571,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-04-27,Preventivo,PM Programado,2.1,546991,Sandra López,Cerrada
OT-001572,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-08-30,Preventivo,PM Programado,1.5,963111,Miguel Torres,Cerrada
OT-001573,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2023-12-15,Preventivo,PM Programado,3.6,617542,Sandra López,Cerrada
OT-001574,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-04-20,Preventivo,PM Programado,2.3,975293,Andrés Peña,Cerrada
OT-001575,BIO-0060,Electrobisturí Bipolar,Quirófano,Alto,Erbe,2024-08-14,Preventivo,PM Programado,2.0,1014583,Laura Martínez,Cerrada
OT-001576,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-03-25,Correctivo,Eléctrica,5.4,9397000,Laura Martínez,Cerrada
OT-001577,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-09-04,Correctivo,Mecánica,6.9,1060000,Carlos Rodríguez,Cerrada
OT-001578,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-11-12,Correctivo,Eléctrica,0.5,50443000,Diana Vargas,Cerrada
OT-001579,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-11-30,Correctivo,Eléctrica,3.3,7915000,Laura Martínez,Cerrada
OT-001580,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-04-22,Correctivo,Mecánica,6.3,4018000,Jhon Castro,En proceso
OT-001581,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-04-23,Correctivo,Mecánica,2.4,12131000,Miguel Torres,Cerrada
OT-001582,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-05-27,Correctivo,Sensor/Transductor,7.3,771000,Laura Martínez,Cerrada
OT-001583,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-06-08,Correctivo,Accesorio,19.0,3341000,Andrés Peña,Cerrada
OT-001584,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-06-11,Correctivo,Sensor/Transductor,3.6,9283000,Laura Martínez,En proceso
OT-001585,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-06-24,Correctivo,Eléctrica,3.7,1009000,Miguel Torres,Cerrada
OT-001586,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-07-19,Correctivo,Accesorio,1.3,3614000,Jhon Castro,En proceso
OT-001587,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-07-24,Correctivo,Software,8.3,5384000,Diana Vargas,Cerrada
OT-001588,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-08-14,Correctivo,Sensor/Transductor,11.3,8423000,Sandra López,Cerrada
OT-001589,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-10-29,Correctivo,Software,6.4,3508000,Andrés Peña,Cerrada
OT-001590,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-11-18,Correctivo,Accesorio,6.4,3428000,Paola Gómez,Cerrada
OT-001591,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-02-25,Correctivo,Sensor/Transductor,2.7,2577000,Carlos Rodríguez,Cerrada
OT-001592,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-05-18,Correctivo,Mecánica,0.5,5000000,Miguel Torres,Cerrada
OT-001593,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-05-20,Correctivo,Accesorio,3.8,691000,Miguel Torres,Cerrada
OT-001594,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-29,Correctivo,Sensor/Transductor,4.5,7356000,Diana Vargas,Cerrada
OT-001595,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-07-06,Correctivo,Eléctrica,4.2,8880000,Miguel Torres,Cerrada
OT-001596,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-07-23,Correctivo,Software,3.8,4397000,Carlos Rodríguez,Cerrada
OT-001597,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-09-02,Correctivo,Software,0.5,2832000,Andrés Peña,Cerrada
OT-001598,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-09-11,Correctivo,Eléctrica,22.1,1750000,Laura Martínez,Cerrada
OT-001599,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-10-03,Correctivo,Sensor/Transductor,3.1,4144000,Laura Martínez,Cerrada
OT-001600,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-11-03,Correctivo,Sensor/Transductor,6.6,290000,Miguel Torres,Cerrada
OT-001601,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-11-18,Correctivo,Software,8.7,3336000,Carlos Rodríguez,Cerrada
OT-001602,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-11-27,Correctivo,Sensor/Transductor,0.9,1419000,Carlos Rodríguez,Cerrada
OT-001603,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-12-12,Correctivo,Mecánica,18.2,2486000,Andrés Peña,Cerrada
OT-001604,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-12-23,Correctivo,Software,3.2,2168000,Laura Martínez,Cerrada
OT-001605,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-01-05,Preventivo,PM Programado,1.8,1083247,Miguel Torres,Cerrada
OT-001606,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-04-01,Preventivo,PM Programado,3.1,484972,Carlos Rodríguez,Cerrada
OT-001607,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-06-30,Preventivo,PM Programado,2.2,1004301,Miguel Torres,Cerrada
OT-001608,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-09-22,Preventivo,PM Programado,2.0,387305,Miguel Torres,Cerrada
OT-001609,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-12-22,Preventivo,PM Programado,2.1,368378,Carlos Rodríguez,Cerrada
OT-001610,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-03-25,Preventivo,PM Programado,1.7,445876,Sandra López,Cerrada
OT-001611,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-06-23,Preventivo,PM Programado,2.1,972767,Carlos Rodríguez,Cerrada
OT-001612,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-27,Preventivo,PM Programado,3.0,1159365,Andrés Peña,Cerrada
OT-001613,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-25,Preventivo,PM Programado,2.9,597939,Diana Vargas,Cerrada
OT-001614,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-03-24,Preventivo,PM Programado,2.7,542033,Andrés Peña,Cerrada
OT-001615,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-25,Preventivo,PM Programado,2.6,994798,Carlos Rodríguez,Cerrada
OT-001616,BIO-0061,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-09-23,Preventivo,PM Programado,2.9,836138,Paola Gómez,Cerrada
OT-001617,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-01-22,Correctivo,Accesorio,1.9,3834000,Andrés Peña,Cerrada
OT-001618,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-06-10,Correctivo,Software,2.5,1775000,Carlos Rodríguez,Cerrada
OT-001619,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-07-25,Correctivo,Software,25.4,519000,Miguel Torres,Cerrada
OT-001620,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-07-27,Correctivo,Accesorio,13.7,7607000,Jhon Castro,Cerrada
OT-001621,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-08-19,Correctivo,Eléctrica,1.4,4733000,Laura Martínez,Cerrada
OT-001622,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-09-27,Correctivo,Eléctrica,5.4,2045000,Sandra López,Cerrada
OT-001623,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-11-17,Correctivo,Accesorio,0.5,4556000,Sandra López,Cerrada
OT-001624,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-01-04,Correctivo,Sensor/Transductor,2.2,13679000,Carlos Rodríguez,Cerrada
OT-001625,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-05-30,Correctivo,Software,7.1,7795000,Laura Martínez,Cerrada
OT-001626,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-06-01,Correctivo,Mecánica,2.5,1302000,Diana Vargas,Cerrada
OT-001627,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-08-03,Correctivo,Eléctrica,6.9,3561000,Paola Gómez,Cerrada
OT-001628,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-08-29,Correctivo,Mecánica,0.5,1044000,Laura Martínez,Cerrada
OT-001629,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-10-19,Correctivo,Eléctrica,2.8,22232000,Paola Gómez,Cerrada
OT-001630,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-10-25,Correctivo,Sensor/Transductor,4.5,9150000,Andrés Peña,Cerrada
OT-001631,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-10-26,Correctivo,Mecánica,7.2,6535000,Andrés Peña,Cerrada
OT-001632,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-31,Correctivo,Accesorio,13.7,1814000,Andrés Peña,En proceso
OT-001633,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-01-13,Correctivo,Desgaste,6.1,1971000,Carlos Rodríguez,Cerrada
OT-001634,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-02-27,Correctivo,Desgaste,6.0,3507000,Paola Gómez,Cerrada
OT-001635,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-07-17,Correctivo,Sensor/Transductor,6.0,2167000,Paola Gómez,Cerrada
OT-001636,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-08-10,Correctivo,Desgaste,13.7,1108000,Andrés Peña,Cerrada
OT-001637,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-01-06,Preventivo,PM Programado,3.3,1191728,Jhon Castro,Cerrada
OT-001638,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-03-25,Preventivo,PM Programado,2.6,326769,Diana Vargas,Cerrada
OT-001639,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-07-06,Preventivo,PM Programado,3.6,686981,Andrés Peña,Cerrada
OT-001640,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-10-02,Preventivo,PM Programado,3.8,830185,Jhon Castro,Cerrada
OT-001641,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-12-21,Preventivo,PM Programado,3.4,727705,Andrés Peña,Cerrada
OT-001642,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-03-23,Preventivo,PM Programado,1.8,1037682,Miguel Torres,Cerrada
OT-001643,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-07-01,Preventivo,PM Programado,2.8,527925,Laura Martínez,Cerrada
OT-001644,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-18,Preventivo,PM Programado,1.1,890264,Jhon Castro,Cerrada
OT-001645,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-16,Preventivo,PM Programado,3.9,944404,Carlos Rodríguez,Cerrada
OT-001646,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-03-18,Preventivo,PM Programado,1.2,1184410,Paola Gómez,Cerrada
OT-001647,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-13,Preventivo,PM Programado,3.5,677522,Jhon Castro,Cerrada
OT-001648,BIO-0062,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-09-13,Preventivo,PM Programado,3.0,582433,Miguel Torres,Cerrada
OT-001649,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-01-19,Correctivo,Accesorio,1.1,4811000,Paola Gómez,Cerrada
OT-001650,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-02-13,Correctivo,Sensor/Transductor,14.0,3515000,Paola Gómez,Cerrada
OT-001651,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-06-02,Correctivo,Accesorio,18.6,878000,Paola Gómez,En proceso
OT-001652,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-08-21,Correctivo,Sensor/Transductor,2.2,6833000,Carlos Rodríguez,Cerrada
OT-001653,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-08-25,Correctivo,Eléctrica,14.7,1655000,Jhon Castro,Cerrada
OT-001654,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-08-29,Correctivo,Mecánica,2.0,8038000,Laura Martínez,Cerrada
OT-001655,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-10-03,Correctivo,Sensor/Transductor,0.6,498000,Carlos Rodríguez,Cerrada
OT-001656,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-11-13,Correctivo,Sensor/Transductor,13.0,1415000,Andrés Peña,Cerrada
OT-001657,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-11-16,Correctivo,Sensor/Transductor,6.1,3494000,Andrés Peña,Cerrada
OT-001658,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-05-23,Correctivo,Desgaste,8.9,8629000,Laura Martínez,Cerrada
OT-001659,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-07-06,Correctivo,Desgaste,0.5,1170000,Diana Vargas,Cerrada
OT-001660,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-08-19,Correctivo,Desgaste,24.0,2009000,Laura Martínez,Cerrada
OT-001661,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-29,Correctivo,Calibración,0.5,20784000,Paola Gómez,Cerrada
OT-001662,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-10-31,Correctivo,Sensor/Transductor,10.4,2308000,Andrés Peña,Cerrada
OT-001663,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-12,Correctivo,Mecánica,3.2,1969000,Sandra López,Cerrada
OT-001664,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-24,Correctivo,Calibración,2.6,6568000,Laura Martínez,Cerrada
OT-001665,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-02-07,Correctivo,Mecánica,19.5,3127000,Paola Gómez,Cerrada
OT-001666,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-02-29,Correctivo,Sensor/Transductor,33.9,3538000,Jhon Castro,Cerrada
OT-001667,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-04-10,Correctivo,Software,1.2,8368000,Paola Gómez,Cerrada
OT-001668,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-04-15,Correctivo,Desgaste,0.5,1222000,Laura Martínez,Cerrada
OT-001669,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-03,Correctivo,Mecánica,5.4,4116000,Sandra López,Cerrada
OT-001670,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-03,Correctivo,Sensor/Transductor,0.5,3462000,Carlos Rodríguez,Cerrada
OT-001671,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-07-17,Correctivo,Sensor/Transductor,4.3,1049000,Paola Gómez,Cerrada
OT-001672,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-09-30,Correctivo,Accesorio,1.0,1022000,Laura Martínez,Cerrada
OT-001673,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-10-12,Correctivo,Sensor/Transductor,7.8,1636000,Diana Vargas,Cerrada
OT-001674,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-10-30,Correctivo,Sensor/Transductor,0.6,6577000,Carlos Rodríguez,Cerrada
OT-001675,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-01-07,Preventivo,PM Programado,1.9,890730,Laura Martínez,Pendiente
OT-001676,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-04-03,Preventivo,PM Programado,3.3,655129,Andrés Peña,Cerrada
OT-001677,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-07-04,Preventivo,PM Programado,2.0,483223,Carlos Rodríguez,Cerrada
OT-001678,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-09-25,Preventivo,PM Programado,4.0,803606,Andrés Peña,Pendiente
OT-001679,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-12-26,Preventivo,PM Programado,1.6,1029473,Miguel Torres,Cerrada
OT-001680,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-03-22,Preventivo,PM Programado,2.3,342309,Jhon Castro,Cerrada
OT-001681,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-06-23,Preventivo,PM Programado,2.2,741174,Paola Gómez,Cerrada
OT-001682,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-29,Preventivo,PM Programado,4.0,641253,Diana Vargas,Pendiente
OT-001683,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-20,Preventivo,PM Programado,2.4,1063491,Laura Martínez,Cerrada
OT-001684,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-03-22,Preventivo,PM Programado,3.3,1023762,Diana Vargas,Cerrada
OT-001685,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-20,Preventivo,PM Programado,1.1,323827,Paola Gómez,Cerrada
OT-001686,BIO-0063,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-09-14,Preventivo,PM Programado,1.1,346358,Miguel Torres,Cerrada
OT-001687,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-03-05,Correctivo,Eléctrica,4.8,2119000,Laura Martínez,Cerrada
OT-001688,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-05-28,Correctivo,Software,9.2,5459000,Andrés Peña,En proceso
OT-001689,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-06-08,Correctivo,Eléctrica,1.9,1429000,Jhon Castro,Cerrada
OT-001690,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2022-10-14,Correctivo,Mecánica,8.9,2041000,Diana Vargas,Cerrada
OT-001691,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-05-05,Correctivo,Eléctrica,21.1,8343000,Andrés Peña,Cerrada
OT-001692,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-04,Correctivo,Software,9.1,1160000,Carlos Rodríguez,Cerrada
OT-001693,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-10,Correctivo,Mecánica,4.8,6717000,Paola Gómez,Cerrada
OT-001694,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-09-10,Correctivo,Calibración,5.1,12834000,Carlos Rodríguez,Cerrada
OT-001695,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-10-01,Correctivo,Mecánica,2.4,729000,Jhon Castro,Cerrada
OT-001696,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-11-22,Correctivo,Sensor/Transductor,6.2,3151000,Miguel Torres,Cerrada
OT-001697,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-06,Correctivo,Eléctrica,8.1,4865000,Sandra López,Cerrada
OT-001698,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2023-12-14,Correctivo,Mecánica,3.3,14876000,Paola Gómez,Cerrada
OT-001699,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-03-12,Correctivo,Eléctrica,3.6,1450000,Carlos Rodríguez,Cerrada
OT-001700,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-06-18,Correctivo,Sensor/Transductor,0.5,9727000,Andrés Peña,Cerrada
OT-001701,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-07-04,Correctivo,Software,0.5,423000,Miguel Torres,Cerrada
OT-001702,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2024-08-04,Correctivo,Sensor/Transductor,0.5,1221000,Jhon Castro,Cerrada
OT-001703,BIO-0064,Equipo de Anestesia,Quirófano,Crítico,Draeger,2021-12-28,Preventivo,PM Programado,1.6,392980,Miguel Torres,Cerrada
